'DatasetName'|'ElementNumber'|'ElementName'|'Code'|'CodeDescription'|
'EMSDataSet'|'eInjury.04'|'Vehicular, Pedestrian, or Other Injury Risk Factor'|'2904023'|'EMS Provider Judgment'|
'EMSDataSet'|'eInjury.04'|'Vehicular, Pedestrian, or Other Injury Risk Factor'|'2904025'|'Burn, without other trauma'|
'EMSDataSet'|'eInjury.04'|'Vehicular, Pedestrian, or Other Injury Risk Factor'|'2904027'|'Burn, with trauma mechanism'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906001'|'Front Seat-Left Side (or motorcycle driver)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906003'|'Front Seat-Middle'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906005'|'Front Seat-Right Side'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906007'|'Passenger in other enclosed passenger or cargo area (non-trailing unit such as a bus, etc.)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906009'|'Passenger in unenclosed passenger or cargo area (non-trailing unit such as a pickup, etc.)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906011'|'Riding on Vehicle Exterior (non-trailing unit)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906013'|'Second Seat-Left Side (or motorcycle passenger)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906015'|'Second Seat-Middle'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906017'|'Second Seat-Right Side'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906019'|'Sleeper Section of Cab (truck)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906021'|'Third Row-Left Side (or motorcycle passenger)'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906023'|'Third Row-Middle'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906025'|'Third Row-Right Side'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906027'|'Trailing Unit'|
'EMSDataSet'|'eInjury.06'|'Location of Patient in Vehicle'|'2906029'|'Unknown'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907001'|'Child Booster Seat'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907003'|'Eye Protection'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907005'|'Helmet Worn'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907007'|'Infant Car Seat Forward Facing'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907009'|'Infant Car Seat Rear Facing'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907015'|'None'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907017'|'Other'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907019'|'Personal Floatation Device'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907021'|'Protective Clothing'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907023'|'Protective Non-Clothing Gear'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907027'|'Shoulder and Lap Belt Used'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907029'|'Lap Belt Only Used'|
'EMSDataSet'|'eInjury.07'|'Use of Occupant Safety Equipment'|'2907031'|'Shoulder Belt Only Used'|
'EMSDataSet'|'eInjury.08'|'Airbag Deployment'|'2908001'|'Airbag Deployed Front'|
'EMSDataSet'|'eInjury.08'|'Airbag Deployment'|'2908003'|'Airbag Deployed Side'|
'EMSDataSet'|'eInjury.08'|'Airbag Deployment'|'2908005'|'Airbag Deployed Other (knee, air belt, etc.)'|
'EMSDataSet'|'eInjury.08'|'Airbag Deployment'|'2908007'|'No Airbag Deployed'|
'EMSDataSet'|'eInjury.08'|'Airbag Deployment'|'2908009'|'No Airbag Present'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910001'|'Eye and Face Protection'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910003'|'Foot Protection'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910005'|'Head Protection'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910007'|'Hearing Protection'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910009'|'Respiratory Protection'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910011'|'Safety Belts, lifelines, and lanyards'|
'EMSDataSet'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|'2910013'|'Safety Nets'|
'EMSDataSet'|'eInjury.21'|'ACN Incident Multiple Impacts'|'9923001'|'No'|
'EMSDataSet'|'eInjury.21'|'ACN Incident Multiple Impacts'|'9923003'|'Yes'|
'EMSDataSet'|'eInjury.23'|'ACN High Probability of Injury'|'9923001'|'No'|
'EMSDataSet'|'eInjury.23'|'ACN High Probability of Injury'|'9923003'|'Yes'|
'EMSDataSet'|'eInjury.25'|'ACN Incident Rollover'|'Y'|'Yes'|
'EMSDataSet'|'eInjury.25'|'ACN Incident Rollover'|'N'|'No'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926001'|'Driver Front Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926003'|'Front Row Middle Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926005'|'Passenger Front Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926007'|'Second Row Left Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926009'|'Second Row Middle Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926011'|'Second Row Right Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926013'|'Third Row Left Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926015'|'Third Row Middle Seat'|
'EMSDataSet'|'eInjury.26'|'ACN Vehicle Seat Location'|'2926017'|'Third Row Right Seat'|
'EMSDataSet'|'eInjury.27'|'Seat Occupied'|'Y'|'Yes'|
'EMSDataSet'|'eInjury.27'|'Seat Occupied'|'N'|'No'|
'EMSDataSet'|'eInjury.28'|'ACN Incident Seatbelt Use'|'Y'|'Yes'|
'EMSDataSet'|'eInjury.28'|'ACN Incident Seatbelt Use'|'N'|'No'|
'EMSDataSet'|'eInjury.29'|'ACN Incident Airbag Deployed'|'Y'|'Yes'|
'EMSDataSet'|'eInjury.29'|'ACN Incident Airbag Deployed'|'N'|'No'|
'EMSDataSet'|'eArrest.01'|'Cardiac Arrest'|'3001001'|'No'|
'EMSDataSet'|'eArrest.01'|'Cardiac Arrest'|'3001003'|'Yes, Prior to EMS Arrival'|
'EMSDataSet'|'eArrest.01'|'Cardiac Arrest'|'3001005'|'Yes, After EMS Arrival'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002001'|'Cardiac (Presumed)'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002003'|'Drowning/Submersion'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002005'|'Drug Overdose'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002007'|'Electrocution'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002009'|'Exsanguination'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002011'|'Other'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002013'|'Respiratory/Asphyxia'|
'EMSDataSet'|'eArrest.02'|'Cardiac Arrest Etiology'|'3002015'|'Trauma'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003001'|'Attempted Defibrillation'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003003'|'Attempted Ventilation'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003005'|'Initiated Chest Compressions'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003007'|'Not Attempted-Considered Futile'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003009'|'Not Attempted-DNR Orders'|
'EMSDataSet'|'eArrest.03'|'Resuscitation Attempted By EMS'|'3003011'|'Not Attempted-Signs of Circulation'|
'EMSDataSet'|'eArrest.04'|'Arrest Witnessed By'|'3004001'|'Not Witnessed'|
'EMSDataSet'|'eArrest.04'|'Arrest Witnessed By'|'3004003'|'Witnessed by Family Member'|
'EMSDataSet'|'eArrest.04'|'Arrest Witnessed By'|'3004005'|'Witnessed by Healthcare Provider'|
'EMSDataSet'|'eArrest.04'|'Arrest Witnessed By'|'3004007'|'Witnessed by Lay Person'|
'EMSDataSet'|'eArrest.05'|'CPR Care Provided Prior to EMS Arrival'|'9923001'|'No'|
'EMSDataSet'|'eArrest.05'|'CPR Care Provided Prior to EMS Arrival'|'9923003'|'Yes'|
'EMSDataSet'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|'3006001'|'Family Member'|
'EMSDataSet'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|'3006003'|'First Responder (Fire, Law, EMS)'|
'EMSDataSet'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|'3006005'|'Healthcare Professional (Non-EMS)'|
'EMSDataSet'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|'3006007'|'Lay Person (Non-Family)'|
'EMSDataSet'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|'3006009'|'Other EMS Professional (not part of dispatched response)'|
'EMSDataSet'|'eArrest.07'|'AED Use Prior to EMS Arrival'|'3007001'|'No'|
'EMSDataSet'|'eArrest.07'|'AED Use Prior to EMS Arrival'|'3007003'|'Yes, Applied without Defibrillation'|
'EMSDataSet'|'eArrest.07'|'AED Use Prior to EMS Arrival'|'3007005'|'Yes, With Defibrillation'|
'EMSDataSet'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|'3008001'|'Family Member'|
'EMSDataSet'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|'3008003'|'First Responder (Fire, Law, EMS)'|
'EMSDataSet'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|'3008005'|'Healthcare Professional (Non-EMS)'|
'EMSDataSet'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|'3008007'|'Lay Person (Non-Family)'|
'EMSDataSet'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|'3008009'|'Other EMS Professional (not part of dispatched response)'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009001'|'Compressions-Continuous'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009003'|'Compressions-External Band Type Device'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009005'|'Compressions-External Plunger Type Device'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009007'|'Compressions-External Thumper Type Device'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009009'|'Compressions-Intermittent with Ventilation'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009011'|'Compressions-Other Device'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009013'|'Ventilation-Bag Valve Mask'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009015'|'Ventilation-Impedance Threshold Device'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009017'|'Ventilation-Mouth to Mouth'|
'EMSDataSet'|'eArrest.09'|'Type of CPR Provided'|'3009019'|'Ventilation-Pocket Mask'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011001'|'Asystole'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011005'|'PEA'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011007'|'Unknown AED Non-Shockable Rhythm'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011009'|'Unknown AED Shockable Rhythm'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011011'|'Ventricular Fibrillation'|
'EMSDataSet'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'3011013'|'Ventricular Tachycardia-Pulseless'|
'EMSDataSet'|'eArrest.12'|'Any Return of Spontaneous Circulation'|'3012001'|'No'|
'EMSDataSet'|'eArrest.12'|'Any Return of Spontaneous Circulation'|'3012003'|'Yes, At Arrival at the ED'|
'EMSDataSet'|'eArrest.12'|'Any Return of Spontaneous Circulation'|'3012005'|'Yes, Prior to Arrival at the ED'|
'EMSDataSet'|'eArrest.12'|'Any Return of Spontaneous Circulation'|'3012007'|'Yes, Sustained for 20 consecutive minutes'|
'EMSDataSet'|'eArrest.13'|'Neurological Outcome at Hospital Discharge'|'3013001'|'CPC 1 Good Cerebral Performance'|
'EMSDataSet'|'eArrest.13'|'Neurological Outcome at Hospital Discharge'|'3013003'|'CPC 2 Moderate Cerebral Disability'|
'EMSDataSet'|'eArrest.13'|'Neurological Outcome at Hospital Discharge'|'3013005'|'CPC 3 Severe Cerebral Disability'|
'EMSDataSet'|'eArrest.13'|'Neurological Outcome at Hospital Discharge'|'3013007'|'CPC 4 Coma or Vegetative State'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016001'|'DNR'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016003'|'Medical Control Order'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016005'|'Obvious Signs of Death'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016007'|'Physically Unable to Perform'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016009'|'Protocol/Policy Requirements Completed'|
'EMSDataSet'|'eArrest.16'|'Reason CPR/Resuscitation Discontinued'|'3016011'|'Return of Spontaneous Circulation (pulse or BP noted)'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901001'|'Agonal/Idioventricular'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901003'|'Asystole'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901005'|'Artifact'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901007'|'Atrial Fibrillation'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901009'|'Atrial Flutter'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901011'|'AV Block-1st Degree'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901013'|'AV Block-2nd Degree-Type 1'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901015'|'AV Block-2nd Degree-Type 2'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901017'|'AV Block-3rd Degree'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901019'|'Junctional'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901021'|'Left Bundle Branch Block'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901023'|'Non-STEMI Anterior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901025'|'Non-STEMI Inferior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901027'|'Non-STEMI Lateral Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901029'|'Non-STEMI Posterior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901031'|'Other'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901033'|'Paced Rhythm'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901035'|'PEA'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901037'|'Premature Atrial Contractions'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901039'|'Premature Ventricular Contractions'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901041'|'Right Bundle Branch Block'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901043'|'Sinus Arrhythmia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901045'|'Sinus Bradycardia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901047'|'Sinus Rhythm'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901049'|'Sinus Tachycardia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901051'|'STEMI Anterior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901053'|'STEMI Inferior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901055'|'STEMI Lateral Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901057'|'STEMI Posterior Ischemia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901059'|'Supraventricular Tachycardia'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901061'|'Torsades De Points'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901063'|'Unknown AED Non-Shockable Rhythm'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901065'|'Unknown AED Shockable Rhythm'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901067'|'Ventricular Fibrillation'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901069'|'Ventricular Tachycardia (With Pulse)'|
'EMSDataSet'|'eArrest.17'|'Cardiac Rhythm on Arrival at Destination'|'9901071'|'Ventricular Tachycardia (Pulseless)'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018001'|'Expired in ED'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018003'|'Expired in the Field'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018005'|'Ongoing Resuscitation in ED'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018007'|'ROSC in the Field'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018009'|'ROSC in the ED'|
'EMSDataSet'|'eArrest.18'|'End of EMS Cardiac Arrest Event'|'3018011'|'Ongoing Resuscitation by Other EMS'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101001'|'Cultural, Custom, Religious'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101003'|'Developmentally Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101005'|'Hearing Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101007'|'Language'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101009'|'None Noted'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101011'|'Obesity'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101013'|'Physical Barrier (Unable to Access Patient)'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101015'|'Physically Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101017'|'Physically Restrained'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101019'|'Psychologically Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101021'|'Sight Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101023'|'Speech Impaired'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101025'|'Unattended or Unsupervised (including minors)'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101027'|'Unconscious'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101029'|'Uncooperative'|
'EMSDataSet'|'eHistory.01'|'Barriers to Patient Care'|'3101031'|'State of Emotional Distress'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105001'|'Family/Guardian request DNR (but no documentation)'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105003'|'Living Will'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105005'|'None'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105007'|'Other'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105009'|'Other Healthcare Advanced Directive Form'|
'EMSDataSet'|'eHistory.05'|'Advance Directives'|'3105011'|'State EMS DNR or Medical Order Form'|
'EMSDataSet'|'eHistory.09'|'Medical History Obtained From'|'3109001'|'Bystander/Other'|
'EMSDataSet'|'eHistory.09'|'Medical History Obtained From'|'3109003'|'Family'|
'EMSDataSet'|'eHistory.09'|'Medical History Obtained From'|'3109005'|'Health Care Personnel'|
'EMSDataSet'|'eHistory.09'|'Medical History Obtained From'|'3109007'|'Patient'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910001'|'Anthrax'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910003'|'Cholera'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910005'|'DPT / TDaP (Diphtheria, Pertussis, Tetanus)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910007'|'Hemophilus Influenza B'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910009'|'Hepatitis A'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910011'|'Hepatitis B'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910013'|'Human Papilloma Virus (HPV)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910015'|'Influenza-H1N1'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910017'|'Influenza-Other'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910019'|'Influenza-Seasonal (In past 12 months)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910021'|'Lyme Disease'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910023'|'Meningococcus'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910025'|'MMR (Measles, Mumps, Rubella)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910027'|'Other-Not Listed'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910029'|'Plague'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910031'|'Pneumococcal (Pneumonia)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910033'|'Polio'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910035'|'Rabies'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910037'|'Rotavirus'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910039'|'Shingles'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910041'|'Small Pox'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910043'|'Tetanus'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910045'|'Tuberculosis'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910047'|'Typhoid'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910049'|'Varicella (Chickenpox)'|
'EMSDataSet'|'eHistory.10'|'The Patient's Type of Immunization'|'9910051'|'Yellow Fever'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114001'|'Centimeters (cm)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114003'|'Grams (gms)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114005'|'Drops (gtts)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114007'|'Inches (in)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114009'|'International Units (IU)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114011'|'Keep Vein Open (kvo)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114013'|'Liters Per Minute (l/min [fluid])'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114015'|'Liters (l)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114017'|'Liters Per Minute (LPM [gas])'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114019'|'Micrograms (mcg)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114021'|'Micrograms per Kilogram per Minute (mcg/kg/min)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114023'|'Micrograms per Minute (mcg/min)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114025'|'Milliequivalents (mEq)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114027'|'Metered Dose (MDI)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114029'|'Milligrams (mg)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114031'|'Milligrams per Kilogram (mg/kg)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114033'|'Milligrams per Kilogram Per Minute (mg/kg/min)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114035'|'Milligrams per Minute (mg/min)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114037'|'Milliliters (ml)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114039'|'Milliliters per Hour (ml/hr)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114041'|'Other'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114043'|'Puffs'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114045'|'Units per Hour (units/hr)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114047'|'Micrograms per Kilogram (mcg/kg)'|
'EMSDataSet'|'eHistory.14'|'Current Medication Dosage Unit'|'3114049'|'Units'|
